StationID,Station,VisitDate,Time,Test,Symbol,Stratum,Result,Depth,Lab,FieldID
16,Shelburne Bay,7/8/93,1640,Chloride,,E,11.5,COM,VT,9341134
16,Shelburne Bay,7/8/93,1640,Chlorophyll-a,,,3,8.6,NY,9341134
16,Shelburne Bay,7/8/93,1640,Secchi Depth,,,4.3,,,9341134
16,Shelburne Bay,7/8/93,1640,Total Phosphorus,,E,11,COM,VT,9341134
16,Shelburne Bay,8/24/93,1345,Chloride,,E,11.7,2,VT,9341221
16,Shelburne Bay,8/24/93,1345,Chlorophyll-a,,,4.77,10,NY,9341221
16,Shelburne Bay,8/24/93,1345,Dissolved Phosphorus,,E,5,2,VT,9341221
16,Shelburne Bay,8/24/93,1345,Secchi Depth,,,5,,,9341221
16,Shelburne Bay,8/24/93,1345,Total Phosphorus,,E,10,2,VT,9341221
16,Shelburne Bay,10/14/93,1100,Chloride,,U,11.8,2,VT,9342323
16,Shelburne Bay,10/14/93,1100,Dissolved Phosphorus,,U,4,2,VT,9342323
16,Shelburne Bay,10/14/93,1100,Secchi Depth,,,4.2,,,9342323
16,Shelburne Bay,10/14/93,1100,Total Phosphorus,,U,11,2,VT,9342323
16,Shelburne Bay,6/1/94,1357,Chloride,,U,11.9,2,VT,9441452
16,Shelburne Bay,6/1/94,1357,Dissolved Phosphorus,,U,5,2,VT,9441452
16,Shelburne Bay,6/1/94,1357,Secchi Depth,,,2.5,,,9441452
16,Shelburne Bay,6/1/94,1357,Total Phosphorus,,U,24,2,VT,9441452
16,Shelburne Bay,8/3/94,1413,Chloride,,E,11.7,2,VT,9441550
16,Shelburne Bay,8/3/94,1413,Dissolved Phosphorus,,E,3,2,VT,9441550
16,Shelburne Bay,8/3/94,1413,Secchi Depth,,,7.5,,,9441550
16,Shelburne Bay,8/3/94,1413,Total Phosphorus,,E,12,2,VT,9441550
16,Shelburne Bay,10/13/94,1230,Chloride,,E,12,2,VT,9441632
16,Shelburne Bay,10/13/94,1230,Chlorophyll-a,,,1.55,10,NY,9441632
16,Shelburne Bay,10/13/94,1230,Dissolved Phosphorus,,E,5,2,VT,9441632
16,Shelburne Bay,10/13/94,1230,Secchi Depth,,,5,,,9441632
16,Shelburne Bay,10/13/94,1230,Total Phosphorus,,E,10,2,VT,9441632
16,Shelburne Bay,5/29/96,1130,Chloride,,E,13.3,2,NY,9641155
16,Shelburne Bay,5/29/96,1130,Chlorophyll-a,,,2.74,,NY,9641155
16,Shelburne Bay,5/29/96,1130,Total Phosphorus,,E,12,2,NY,9641155
16,Shelburne Bay,9/5/96,1222,Chloride,,E,12.5,2,NY,9641831
16,Shelburne Bay,9/5/96,1222,Chlorophyll-a,,,9.72,8,NY,9641831
16,Shelburne Bay,9/5/96,1222,Secchi Depth,,,4,,,9641831
16,Shelburne Bay,9/5/96,1222,Total Phosphorus,,E,10,2,NY,9641831
16,Shelburne Bay,10/15/96,1120,Chloride,,E,12.6,2,NY,9641935
16,Shelburne Bay,10/15/96,1120,Chlorophyll-a,,,3.43,10,NY,9641935
16,Shelburne Bay,10/15/96,1120,Secchi Depth,,,5,,,9641935
16,Shelburne Bay,10/15/96,1120,Total Phosphorus,,E,8,2,NY,9641935
16,Shelburne Bay,5/7/01,1105,Alkalinity,,U,49.9,COM,VT,200142125
16,Shelburne Bay,5/7/01,1105,Calcium,,U,15.2,COM,VT,200142125
16,Shelburne Bay,5/7/01,1105,Chloride,,U,14,COM,VT,200142125
16,Shelburne Bay,5/7/01,1105,Conductivity,,U,146,COM,VT,200142125
16,Shelburne Bay,5/7/01,1105,Dissolved Phosphorus,,U,9,COM,VT,200142125
16,Shelburne Bay,5/7/01,1105,Dissolved Silica,,U,1.41,COM,VT,200142125
16,Shelburne Bay,5/7/01,1105,Iron,,U,141,COM,VT,200142125
16,Shelburne Bay,5/7/01,1105,Magnesium,,U,4.4,COM,VT,200142125
16,Shelburne Bay,5/7/01,1105,pH,,U,7.98,COM,VT,200142125
16,Shelburne Bay,5/7/01,1105,Potassium,,U,1.3,COM,VT,200142125
16,Shelburne Bay,5/7/01,1105,Secchi Depth,,,4.7,,,200142125
16,Shelburne Bay,5/7/01,1105,Sodium,,U,9.2,COM,VT,200142125
16,Shelburne Bay,5/7/01,1105,Temperature,,,6,1,,200142125
16,Shelburne Bay,5/7/01,1105,Total Nitrogen,,U,0.45,COM,VT,200142125
16,Shelburne Bay,5/7/01,1105,Total Phosphorus,,U,12,COM,VT,200142125
16,Shelburne Bay,5/7/01,1105,Total Suspended Solids,,U,1.65,COM,VT,200142125
16,Shelburne Bay,5/9/01,1145,Alkalinity,,U,49.6,COM,VT,200141105
16,Shelburne Bay,5/9/01,1145,Calcium,,U,17.2,COM,VT,200141105
16,Shelburne Bay,5/9/01,1145,Chloride,,U,13.4,COM,VT,200141105
16,Shelburne Bay,5/9/01,1145,Dissolved Phosphorus,,U,5,COM,VT,200141105
16,Shelburne Bay,5/9/01,1145,Dissolved Silica,,U,1.45,COM,VT,200141105
16,Shelburne Bay,5/9/01,1145,Iron,,U,83,COM,VT,200141105
16,Shelburne Bay,5/9/01,1145,Magnesium,,U,4.2,COM,VT,200141105
16,Shelburne Bay,5/9/01,,"Net zooplankton, Cladoceran density",,,83,25,NY,200141105
16,Shelburne Bay,5/9/01,,"Net zooplankton, Copepod density",,,2640,25,NY,200141105
16,Shelburne Bay,5/9/01,,"Net zooplankton, Rotifer density",,,218,25,NY,200141105
16,Shelburne Bay,5/9/01,,"Net zooplankton, total density",,,2940,25,NY,200141105
16,Shelburne Bay,5/9/01,1145,Potassium,,U,1.3,COM,VT,200141105
16,Shelburne Bay,5/9/01,1145,Secchi Depth,,,4.6,,,200141105
16,Shelburne Bay,5/9/01,1145,Sodium,,U,9,COM,VT,200141105
16,Shelburne Bay,5/9/01,1145,Total Phosphorus,,U,11,COM,VT,200141105
16,Shelburne Bay,5/17/01,1040,Chloride,,U,13.6,COM,VT,200142142
16,Shelburne Bay,5/17/01,1040,Dissolved Phosphorus,,U,6,COM,VT,200142142
16,Shelburne Bay,5/17/01,1040,Dissolved Silica,,U,1.27,COM,VT,200142142
16,Shelburne Bay,5/17/01,1040,pH,,U,8.03,COM,VT,200142142
16,Shelburne Bay,5/17/01,1040,Secchi Depth,,,3.9,,,200142142
16,Shelburne Bay,5/17/01,1040,Temperature,,,8.8,1,,200142142
16,Shelburne Bay,5/17/01,1040,Total Nitrogen,,U,0.42,COM,VT,200142142
16,Shelburne Bay,5/17/01,1040,Total Phosphorus,,U,13,COM,VT,200142142
16,Shelburne Bay,5/17/01,1040,Total Suspended Solids,,U,1.82,COM,VT,200142142
16,Shelburne Bay,6/5/01,1330,Chloride,,U,13.5,COM,VT,200142162
16,Shelburne Bay,6/5/01,1330,Dissolved Phosphorus,,U,5,COM,VT,200142162
16,Shelburne Bay,6/5/01,1330,Dissolved Silica,,U,1.24,COM,VT,200142162
16,Shelburne Bay,6/5/01,1330,pH,,U,8.09,COM,VT,200142162
16,Shelburne Bay,6/5/01,1330,Secchi Depth,,,3.8,,,200142162
16,Shelburne Bay,6/5/01,1330,Temperature,,,12.2,1,,200142162
16,Shelburne Bay,6/5/01,1330,Total Nitrogen,,U,0.43,COM,VT,200142162
16,Shelburne Bay,6/5/01,1330,Total Phosphorus,,U,13,COM,VT,200142162
16,Shelburne Bay,6/5/01,1330,Total Suspended Solids,,U,2.32,COM,VT,200142162
16,Shelburne Bay,6/7/01,1130,Chloride,,E,13.3,COM,VT,200141157
16,Shelburne Bay,6/7/01,1130,Dissolved Phosphorus,,E,3,COM,VT,200141157
16,Shelburne Bay,6/7/01,1130,Dissolved Silica,,E,1.11,COM,VT,200141157
16,Shelburne Bay,6/7/01,1130,Secchi Depth,,,4.2,,,200141157
16,Shelburne Bay,6/7/01,1130,Total Phosphorus,,E,9,COM,VT,200141157
16,Shelburne Bay,6/7/01,1115,Chloride,,H,13.4,COM,VT,200141158
16,Shelburne Bay,6/7/01,1115,Dissolved Phosphorus,,H,4,COM,VT,200141158
16,Shelburne Bay,6/7/01,1115,Dissolved Silica,,H,1.43,COM,VT,200141158
16,Shelburne Bay,6/7/01,1115,Total Phosphorus,,H,7,COM,VT,200141158
16,Shelburne Bay,6/18/01,1410,Alkalinity,,E,51.2,2,VT,200142178
16,Shelburne Bay,6/18/01,1410,Calcium,,E,14.1,2,VT,200142178
16,Shelburne Bay,6/18/01,1410,Chloride,,E,12.4,2,VT,200142178
16,Shelburne Bay,6/18/01,1410,Conductivity,,E,171,2,VT,200142178
16,Shelburne Bay,6/18/01,1410,Dissolved Phosphorus,,E,8,2,VT,200142178
16,Shelburne Bay,6/18/01,1410,Dissolved Silica,,E,1.05,2,VT,200142178
