StationID,Station,VisitDate,Time,Test,Symbol,Stratum,Result,Depth,Lab,FieldID
34,Northeast Arm,5/12/92,1600,Alkalinity,,E,47.9,2,VT,9228015
34,Northeast Arm,5/12/92,1600,Chloride,,E,9.7,2,VT,9228015
34,Northeast Arm,5/12/92,1600,Dissolved Inorganic Carbon,,E,11,2,NY,9228015
34,Northeast Arm,5/12/92,1600,Dissolved Organic Carbon,,E,4.8,2,NY,9228015
34,Northeast Arm,5/12/92,1600,Dissolved Phosphorus,,E,8,2,VT,9228015
34,Northeast Arm,5/12/92,1600,Dissolved Silica,,E,0.38,2,VT,9228015
34,Northeast Arm,5/12/92,1600,Iron,<,E,10,2,NY,9228015
34,Northeast Arm,5/12/92,1600,Lead,<,E,10,2,NY,9228015
34,Northeast Arm,5/12/92,1600,Magnesium,,E,3.4,2,NY,9228015
34,Northeast Arm,5/12/92,1600,Ortho-Phosphorus,,E,3,2,VT,9228015
34,Northeast Arm,5/12/92,1600,Potassium,,E,1.6,2,NY,9228015
34,Northeast Arm,5/12/92,1600,Secchi Depth,,,5.5,,,9228015
34,Northeast Arm,5/12/92,1600,Sodium,,E,5.6,2,NY,9228015
34,Northeast Arm,5/12/92,1600,Total Kjeldahl Nitrogen,,E,0.13,2,NY,9228015
34,Northeast Arm,5/12/92,1600,Total Nitrate-Nitrite,,E,0.03,2,NY,9228015
34,Northeast Arm,5/12/92,1600,Total Nitrogen,,E,0.43,2,VT,9228015
34,Northeast Arm,5/12/92,1600,Total Organic Carbon,,E,6.2,2,NY,9228015
34,Northeast Arm,5/12/92,1600,Total Phosphorus,,E,15,2,VT,9228015
34,Northeast Arm,5/12/92,1600,Total Suspended Solids,,E,0.67,2,VT,9228015
34,Northeast Arm,5/12/92,1615,Alkalinity,,H,47.1,49,VT,9228016
34,Northeast Arm,5/12/92,1615,Chloride,,H,9.5,49,VT,9228016
34,Northeast Arm,5/12/92,1615,Dissolved Inorganic Carbon,,H,11,49,NY,9228016
34,Northeast Arm,5/12/92,1615,Dissolved Organic Carbon,,H,4.4,49,NY,9228016
34,Northeast Arm,5/12/92,1615,Dissolved Phosphorus,,H,8,49,VT,9228016
34,Northeast Arm,5/12/92,1615,Dissolved Silica,,H,0.76,49,VT,9228016
34,Northeast Arm,5/12/92,1615,Iron,<,H,10,49,NY,9228016
34,Northeast Arm,5/12/92,1615,Lead,<,H,10,49,NY,9228016
34,Northeast Arm,5/12/92,1615,Magnesium,,H,3.4,49,NY,9228016
34,Northeast Arm,5/12/92,1615,Ortho-Phosphorus,,H,3,49,VT,9228016
34,Northeast Arm,5/12/92,1615,Potassium,,H,1.6,49,NY,9228016
34,Northeast Arm,5/12/92,1615,Sodium,,H,5.5,49,NY,9228016
34,Northeast Arm,5/12/92,1615,Total Kjeldahl Nitrogen,,H,0.18,49,NY,9228016
34,Northeast Arm,5/12/92,1615,Total Nitrate-Nitrite,,H,0.09,49,NY,9228016
34,Northeast Arm,5/12/92,1615,Total Nitrogen,,H,0.44,49,VT,9228016
34,Northeast Arm,5/12/92,1615,Total Organic Carbon,,H,6.7,49,NY,9228016
34,Northeast Arm,5/12/92,1615,Total Phosphorus,,H,13,49,VT,9228016
34,Northeast Arm,5/12/92,1615,Total Suspended Solids,,H,0.3,49,VT,9228016
34,Northeast Arm,5/19/92,1525,Alkalinity,,E,46.8,2,VT,9228028
34,Northeast Arm,5/19/92,1525,Chloride,,E,9.8,2,VT,9228028
34,Northeast Arm,5/19/92,1525,Chlorophyll-a,,,5.39,8.6,NY,9228028
34,Northeast Arm,5/19/92,1525,Dissolved Inorganic Carbon,,E,11,2,NY,9228028
34,Northeast Arm,5/19/92,1525,Dissolved Organic Carbon,,E,3,2,NY,9228028
34,Northeast Arm,5/19/92,1525,Dissolved Phosphorus,,E,6,2,VT,9228028
34,Northeast Arm,5/19/92,1525,Dissolved Silica,,E,0.41,2,VT,9228028
34,Northeast Arm,5/19/92,1525,Iron,,E,17,2,NY,9228028
34,Northeast Arm,5/19/92,1525,Lead,<,E,10,2,NY,9228028
34,Northeast Arm,5/19/92,1525,Magnesium,,E,3.6,2,NY,9228028
34,Northeast Arm,5/19/92,1525,Ortho-Phosphorus,<,E,2,2,VT,9228028
34,Northeast Arm,5/19/92,1525,Potassium,,E,2,2,NY,9228028
34,Northeast Arm,5/19/92,1525,Secchi Depth,,,4.3,,,9228028
34,Northeast Arm,5/19/92,1525,Sodium,,E,6,2,NY,9228028
34,Northeast Arm,5/19/92,1525,Temperature,,,9.1,1,,9228028
34,Northeast Arm,5/19/92,1525,Total Kjeldahl Nitrogen,,E,0.2,2,NY,9228028
34,Northeast Arm,5/19/92,1525,Total Nitrate-Nitrite,,E,0.06,2,NY,9228028
34,Northeast Arm,5/19/92,1525,Total Nitrogen,,E,0.48,2,VT,9228028
34,Northeast Arm,5/19/92,1525,Total Organic Carbon,,E,3.3,2,NY,9228028
34,Northeast Arm,5/19/92,1525,Total Phosphorus,,E,15,2,VT,9228028
34,Northeast Arm,5/19/92,1525,Total Suspended Solids,,E,1.02,2,VT,9228028
34,Northeast Arm,5/19/92,1540,Alkalinity,,H,47,50,VT,9228029
34,Northeast Arm,5/19/92,1540,Chloride,,H,9.9,50,VT,9228029
34,Northeast Arm,5/19/92,1540,Dissolved Inorganic Carbon,,H,12,50,NY,9228029
34,Northeast Arm,5/19/92,1540,Dissolved Organic Carbon,,H,2.2,50,NY,9228029
34,Northeast Arm,5/19/92,1540,Dissolved Phosphorus,,H,7,50,VT,9228029
34,Northeast Arm,5/19/92,1540,Dissolved Silica,,H,0.68,50,VT,9228029
34,Northeast Arm,5/19/92,1540,Iron,,H,25,50,NY,9228029
34,Northeast Arm,5/19/92,1540,Lead,<,H,10,50,NY,9228029
34,Northeast Arm,5/19/92,1540,Magnesium,,H,3.8,50,NY,9228029
34,Northeast Arm,5/19/92,1540,Ortho-Phosphorus,,H,2,50,VT,9228029
