StationID,Station,VisitDate,Time,Test,Symbol,Stratum,Result,Depth,Lab,FieldID
4,South Lake A,5/13/92,1105,Alkalinity,,U,68.5,2,VT,9228018
4,South Lake A,5/13/92,1105,Chloride,,U,13.1,2,VT,9228018
4,South Lake A,5/13/92,1105,Dissolved Inorganic Carbon,,U,16,2,NY,9228018
4,South Lake A,5/13/92,1105,Dissolved Organic Carbon,,U,8.4,2,NY,9228018
4,South Lake A,5/13/92,1105,Dissolved Phosphorus,,U,10,2,VT,9228018
4,South Lake A,5/13/92,1105,Dissolved Silica,,U,2.7,2,VT,9228018
4,South Lake A,5/13/92,1105,Iron,,U,111,2,NY,9228018
4,South Lake A,5/13/92,1105,Lead,<,U,10,2,NY,9228018
4,South Lake A,5/13/92,1105,Magnesium,,U,5.5,2,NY,9228018
4,South Lake A,5/13/92,1105,Ortho-Phosphorus,,U,3,2,VT,9228018
4,South Lake A,5/13/92,1105,Potassium,,U,1.5,2,NY,9228018
4,South Lake A,5/13/92,1105,Secchi Depth,,,1.3,,,9228018
4,South Lake A,5/13/92,1105,Sodium,,U,9.1,2,NY,9228018
4,South Lake A,5/13/92,1105,Total Kjeldahl Nitrogen,,U,0.25,2,NY,9228018
4,South Lake A,5/13/92,1105,Total Nitrate-Nitrite,,U,0.11,2,NY,9228018
4,South Lake A,5/13/92,1105,Total Nitrogen,,U,0.63,2,VT,9228018
4,South Lake A,5/13/92,1105,Total Organic Carbon,,U,4.4,2,NY,9228018
4,South Lake A,5/13/92,1105,Total Phosphorus,,U,26,2,VT,9228018
4,South Lake A,5/13/92,1105,Total Suspended Solids,,U,5.88,2,VT,9228018
4,South Lake A,5/20/92,1150,Alkalinity,,U,70.2,2,VT,9228032
4,South Lake A,5/20/92,1150,Chloride,,U,14.9,2,VT,9228032
4,South Lake A,5/20/92,1150,Chlorophyll-a,,,12.07,2,NY,9228032
4,South Lake A,5/20/92,1150,Dissolved Inorganic Carbon,,U,16,2,NY,9228032
4,South Lake A,5/20/92,1150,Dissolved Organic Carbon,,U,4.8,2,NY,9228032
4,South Lake A,5/20/92,1150,Dissolved Phosphorus,,U,8,2,VT,9228032
4,South Lake A,5/20/92,1150,Dissolved Silica,,U,2,2,VT,9228032
4,South Lake A,5/20/92,1150,Iron,,U,128,2,NY,9228032
4,South Lake A,5/20/92,1150,Lead,<,U,10,2,NY,9228032
4,South Lake A,5/20/92,1150,Magnesium,,U,2.9,2,NY,9228032
4,South Lake A,5/20/92,1150,Ortho-Phosphorus,,U,2,2,VT,9228032
4,South Lake A,5/20/92,1150,Potassium,,U,0.9,2,NY,9228032
4,South Lake A,5/20/92,1150,Secchi Depth,,,1,,,9228032
4,South Lake A,5/20/92,1150,Sodium,,U,5.2,2,NY,9228032
4,South Lake A,5/20/92,1150,Temperature,,,16.2,1,,9228032
4,South Lake A,5/20/92,1150,Total Kjeldahl Nitrogen,,U,0.2,2,NY,9228032
4,South Lake A,5/20/92,1150,Total Nitrate-Nitrite,,U,0.11,2,NY,9228032
4,South Lake A,5/20/92,1150,Total Nitrogen,,U,0.58,2,VT,9228032
4,South Lake A,5/20/92,1150,Total Organic Carbon,,U,7.6,2,NY,9228032
4,South Lake A,5/20/92,1150,Total Phosphorus,,U,30,2,VT,9228032
4,South Lake A,5/20/92,1150,Total Suspended Solids,,U,9.38,2,VT,9228032
